               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 115,            0.042309,            0.084674,            0.037351,             0.36555,             0.65241,             0.57131,             0.32785,            0.035615,             0.17095,            0.037415,            0.006238,            0.006238,            0.006238
                 116,            0.037846,            0.082281,            0.036948,             0.36571,             0.64955,             0.55896,             0.32041,            0.034582,              0.1711,            0.037465,            0.006205,            0.006205,            0.006205
                 117,            0.038046,            0.083353,            0.038344,              0.3701,             0.65455,             0.56093,              0.3221,            0.034831,             0.17142,            0.037432,            0.006172,            0.006172,            0.006172
                 118,            0.040994,            0.085195,            0.037987,             0.39035,             0.65657,             0.57886,             0.31497,            0.037906,             0.17637,            0.037323,            0.006139,            0.006139,            0.006139
                 119,             0.04184,            0.085829,            0.037333,             0.40954,             0.64039,             0.58233,             0.32283,            0.034721,             0.17015,            0.037154,            0.006106,            0.006106,            0.006106
                 120,            0.040302,            0.085208,            0.037323,             0.40419,             0.66566,             0.57877,             0.29732,            0.037732,             0.17936,            0.036977,            0.006073,            0.006073,            0.006073
                 121,            0.041782,            0.084036,            0.037136,             0.41605,             0.65034,             0.57957,             0.31994,            0.035182,             0.17115,            0.036786,             0.00604,             0.00604,             0.00604
                 122,            0.038653,            0.079665,            0.036747,             0.43256,             0.63136,             0.59093,             0.33706,            0.033889,              0.1699,            0.036654,            0.006007,            0.006007,            0.006007
                 123,            0.037698,            0.081899,            0.036757,             0.40549,             0.68482,             0.58938,              0.3372,            0.035814,             0.17092,              0.0363,            0.005974,            0.005974,            0.005974
                 124,            0.041104,            0.085792,            0.037112,             0.36351,             0.73323,             0.57537,             0.29414,            0.040559,             0.17656,            0.036212,            0.005941,            0.005941,            0.005941
                 125,            0.041544,            0.083816,            0.036866,             0.42718,             0.68434,             0.59298,             0.32094,            0.035905,             0.17283,             0.03604,            0.005908,            0.005908,            0.005908
                 126,            0.040291,            0.082493,            0.035838,             0.37612,             0.65518,              0.5979,              0.3248,            0.040044,             0.17383,            0.035865,            0.005875,            0.005875,            0.005875
                 127,            0.042205,            0.078213,            0.035259,             0.53149,             0.59388,             0.60241,             0.33119,            0.036031,             0.17219,            0.035949,            0.005842,            0.005842,            0.005842
                 128,            0.038089,            0.079484,            0.036081,             0.53547,             0.54918,             0.60315,             0.34504,            0.034499,             0.17053,            0.035825,            0.005809,            0.005809,            0.005809
                 129,            0.038195,            0.080531,            0.035934,             0.47312,             0.58562,             0.57563,             0.31385,              0.0396,             0.17529,            0.035844,            0.005776,            0.005776,            0.005776
                 130,            0.041769,            0.085172,            0.036524,             0.58126,             0.56895,             0.62499,              0.3644,            0.034773,             0.17142,            0.035507,            0.005743,            0.005743,            0.005743
                 131,            0.037001,            0.081333,            0.035939,             0.57037,             0.60056,             0.63334,             0.37339,            0.033902,             0.17097,            0.035345,             0.00571,             0.00571,             0.00571
                 132,            0.037675,            0.080427,            0.036122,             0.43458,             0.75223,             0.64502,             0.37268,            0.034704,             0.17433,            0.035047,            0.005677,            0.005677,            0.005677
                 133,            0.039505,            0.084886,            0.036849,             0.52437,              0.7245,             0.63731,             0.34362,            0.037153,             0.17783,            0.034914,            0.005644,            0.005644,            0.005644
                 134,            0.038693,            0.081862,            0.035474,             0.54257,             0.68285,             0.64575,             0.36999,            0.034683,             0.17325,            0.034795,            0.005611,            0.005611,            0.005611
                 135,            0.040809,            0.080923,            0.035819,             0.55279,             0.70328,             0.64344,             0.28777,             0.04352,             0.18023,            0.034698,            0.005578,            0.005578,            0.005578
                 136,            0.043626,            0.080936,            0.034483,             0.48734,             0.72093,             0.64555,             0.37417,            0.034503,             0.17305,            0.034559,            0.005545,            0.005545,            0.005545
                 137,            0.037664,            0.081259,            0.034761,             0.46237,             0.70126,             0.64386,             0.37754,            0.033889,             0.17123,            0.034431,            0.005512,            0.005512,            0.005512
                 138,            0.039243,            0.080568,            0.033133,             0.55106,             0.66968,             0.64555,             0.33228,            0.039571,             0.17632,            0.034337,            0.005479,            0.005479,            0.005479
                 139,             0.04165,            0.080885,            0.034958,             0.48276,             0.71586,             0.65017,             0.35657,            0.036451,             0.17272,            0.034333,            0.005446,            0.005446,            0.005446
                 140,            0.038309,            0.080917,            0.033833,             0.58184,             0.65278,             0.66687,             0.34899,            0.038492,             0.17514,            0.033987,            0.005413,            0.005413,            0.005413
                 141,            0.042649,             0.08327,             0.03469,             0.61652,              0.6443,             0.66908,             0.39002,            0.035295,             0.17328,            0.033808,             0.00538,             0.00538,             0.00538
                 142,             0.03959,              0.0821,             0.03373,             0.49329,              0.7166,             0.66146,             0.37286,            0.036016,             0.17477,            0.033638,            0.005347,            0.005347,            0.005347
                 143,            0.036984,            0.082117,            0.032671,             0.56411,             0.69818,             0.66817,             0.37452,            0.036661,             0.17971,            0.033488,            0.005314,            0.005314,            0.005314
                 144,            0.040014,            0.083471,            0.033582,             0.48382,             0.73715,             0.67974,             0.38672,            0.035282,             0.17369,            0.033358,            0.005281,            0.005281,            0.005281
                 145,            0.039162,            0.078341,            0.033459,             0.50332,              0.7123,             0.67136,             0.37925,            0.036474,             0.17416,            0.033244,            0.005248,            0.005248,            0.005248
                 146,            0.036607,            0.078567,            0.033927,             0.46626,             0.71626,             0.65965,              0.3702,            0.036795,             0.17472,              0.0333,            0.005215,            0.005215,            0.005215
                 147,            0.040378,            0.077886,            0.032073,             0.56835,              0.6917,             0.66261,             0.34234,            0.038418,              0.1773,            0.033392,            0.005182,            0.005182,            0.005182
                 148,            0.039765,            0.080026,            0.033743,             0.43023,             0.68148,             0.65463,             0.37163,            0.035003,             0.17364,             0.03347,            0.005149,            0.005149,            0.005149
                 149,            0.039364,            0.083604,            0.034105,             0.57543,             0.71066,             0.65179,             0.34313,            0.041472,             0.17856,            0.033289,            0.005116,            0.005116,            0.005116
                 150,            0.043315,            0.078917,            0.033262,             0.58661,              0.6852,             0.65391,             0.37916,            0.035638,             0.17508,            0.033078,            0.005083,            0.005083,            0.005083
                 151,            0.037871,            0.074209,            0.031618,             0.59771,             0.63087,             0.67468,             0.38783,            0.034526,             0.17296,            0.032803,             0.00505,             0.00505,             0.00505
                 152,            0.039001,            0.078215,            0.032824,             0.61342,             0.66116,             0.67059,              0.3789,            0.038434,             0.18284,            0.032642,            0.005017,            0.005017,            0.005017
                 153,            0.039678,            0.080089,            0.032113,             0.55946,             0.72374,             0.68094,             0.39479,            0.034252,             0.17309,            0.032684,            0.004984,            0.004984,            0.004984
                 154,            0.036168,            0.077939,            0.031047,             0.47213,             0.74237,              0.6807,             0.39244,            0.034256,             0.17402,            0.032722,            0.004951,            0.004951,            0.004951
                 155,            0.037401,            0.081662,            0.033108,             0.46841,             0.72773,             0.67751,             0.37625,            0.037107,             0.17999,            0.032487,            0.004918,            0.004918,            0.004918
                 156,            0.039268,            0.077436,            0.032257,             0.47976,              0.7586,             0.68723,             0.37013,            0.035967,             0.17449,            0.032171,            0.004885,            0.004885,            0.004885
                 157,             0.03754,            0.076632,            0.031228,             0.52727,             0.74951,             0.68912,             0.39111,            0.034808,             0.17374,            0.031924,            0.004852,            0.004852,            0.004852
                 158,            0.035937,            0.074032,            0.030614,             0.48213,             0.73186,             0.70262,             0.39636,            0.036502,              0.1776,            0.031654,            0.004819,            0.004819,            0.004819
                 159,            0.039374,            0.081439,            0.030277,             0.46215,             0.69799,              0.6898,             0.37801,            0.036437,             0.17795,            0.031643,            0.004786,            0.004786,            0.004786
                 160,            0.037483,            0.081384,            0.031295,             0.58982,             0.71398,             0.69717,              0.4053,            0.034913,              0.1765,            0.031623,            0.004753,            0.004753,            0.004753
                 161,            0.037486,            0.078978,             0.03059,             0.46858,             0.72806,             0.65459,             0.36147,            0.040201,             0.18255,            0.031805,             0.00472,             0.00472,             0.00472
                 162,            0.040096,            0.074245,            0.029473,             0.49565,              0.7291,             0.68689,             0.38425,            0.035585,             0.17629,            0.031718,            0.004687,            0.004687,            0.004687
