               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 145,             0.03838,            0.084238,            0.033203,             0.60596,             0.68627,             0.73887,             0.43746,            0.033953,             0.17261,            0.031396,            0.006436,            0.006436,            0.006436
                 146,            0.041336,            0.089377,            0.032851,             0.58629,              0.6694,             0.74799,             0.38124,            0.040445,             0.18144,            0.031075,           0.0064112,           0.0064112,           0.0064112
                 147,            0.040263,            0.086888,            0.032277,             0.56901,              0.6817,             0.72575,             0.40684,            0.037464,             0.17643,            0.030688,           0.0063865,           0.0063865,           0.0063865
                 148,            0.039862,             0.09037,            0.033033,              0.6303,             0.67836,             0.73531,             0.44064,            0.034468,             0.17455,            0.030618,           0.0063618,           0.0063618,           0.0063618
                 149,            0.037984,            0.090837,            0.032283,             0.65794,             0.67467,             0.74514,             0.39422,            0.037065,              0.1765,            0.030529,            0.006337,            0.006337,            0.006337
                 150,            0.039429,            0.089207,            0.032683,              0.6478,             0.65374,             0.74167,             0.43743,            0.034239,             0.17166,            0.030902,           0.0063122,           0.0063122,           0.0063122
                 151,            0.041042,            0.088118,            0.033117,              0.6409,             0.67206,             0.74821,             0.38636,            0.039991,             0.17661,            0.030919,           0.0062875,           0.0062875,           0.0062875
                 152,            0.039011,             0.08761,            0.032135,             0.62341,             0.66607,             0.75584,             0.42237,            0.037052,             0.17322,            0.030408,           0.0062628,           0.0062628,           0.0062628
                 153,            0.039706,            0.082828,            0.031647,              0.6266,             0.66246,             0.74253,             0.44123,            0.034662,             0.17195,            0.030402,            0.006238,            0.006238,            0.006238
                 154,            0.037835,            0.082893,            0.030976,              0.6375,             0.65205,             0.76651,             0.40854,            0.038483,              0.1739,            0.030003,           0.0062132,           0.0062132,           0.0062132
                 155,            0.039285,            0.089963,            0.031453,             0.66698,             0.67225,              0.7742,             0.45491,            0.034845,             0.17223,            0.029736,           0.0061885,           0.0061885,           0.0061885
                 156,            0.040182,            0.087404,            0.031623,             0.65332,             0.66709,             0.78085,             0.43063,            0.037922,             0.17658,            0.029353,           0.0061637,           0.0061637,           0.0061637
