               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  13,            0.082667,            0.091485,            0.053935,             0.23393,             0.44567,             0.11524,            0.030406,             0.08126,             0.17773,            0.052653,            0.009604,            0.009604,            0.009604
                  14,            0.081666,            0.090058,             0.05337,             0.38101,             0.39899,             0.15309,            0.052291,             0.06719,              0.1853,            0.052134,            0.009571,            0.009571,            0.009571
                  15,            0.072683,             0.10017,            0.053385,             0.32767,              0.4141,             0.11542,            0.042984,            0.072319,             0.18623,            0.051764,            0.009538,            0.009538,            0.009538
                  16,            0.074116,             0.10024,              0.0531,             0.49026,             0.38692,             0.22033,            0.089662,            0.055825,             0.18146,            0.051484,            0.009505,            0.009505,            0.009505
                  17,            0.072415,            0.092436,            0.053333,             0.56608,             0.24644,             0.18697,            0.073068,            0.070336,             0.18695,            0.051474,            0.009472,            0.009472,            0.009472
                  18,            0.069521,            0.098442,            0.053091,             0.64483,             0.32589,             0.25503,             0.10848,            0.066193,              0.1952,            0.050929,            0.009439,            0.009439,            0.009439
                  19,            0.069904,             0.10313,            0.053227,             0.60669,               0.369,             0.22371,            0.097306,            0.054364,             0.18037,            0.050917,            0.009406,            0.009406,            0.009406
                  20,            0.063979,             0.10211,            0.052114,             0.63039,             0.31849,             0.26127,              0.1215,            0.056077,             0.18665,            0.050983,            0.009373,            0.009373,            0.009373
                  21,            0.061272,            0.093433,            0.052138,             0.72209,             0.24454,             0.23533,              0.1005,            0.067525,              0.1818,            0.050531,             0.00934,             0.00934,             0.00934
                  22,            0.070118,            0.096468,            0.051828,             0.61543,             0.34075,             0.27956,             0.12988,            0.048905,             0.18171,             0.05004,            0.009307,            0.009307,            0.009307
                  23,            0.059701,            0.098515,            0.051427,             0.74172,             0.29867,             0.30927,             0.14656,            0.050991,             0.17698,            0.049929,            0.009274,            0.009274,            0.009274
                  24,            0.055992,             0.10018,            0.051277,             0.92045,              0.1741,             0.24389,            0.080436,            0.067724,             0.17776,            0.049234,            0.009241,            0.009241,            0.009241
                  25,             0.06848,            0.095766,            0.051642,              0.7338,             0.27762,             0.27497,             0.11643,            0.050734,             0.17528,            0.049077,            0.009208,            0.009208,            0.009208
                  26,            0.057179,            0.096252,            0.050364,             0.75102,             0.27631,               0.282,              0.1186,            0.048604,             0.18018,            0.048934,            0.009175,            0.009175,            0.009175
                  27,            0.057463,            0.087909,            0.049994,             0.75668,             0.26016,             0.28302,             0.11431,            0.051283,             0.17416,            0.048478,            0.009142,            0.009142,            0.009142
                  28,            0.060438,            0.089763,            0.051144,             0.77555,             0.25815,             0.31506,             0.12013,            0.053392,             0.17708,            0.048461,            0.009109,            0.009109,            0.009109
                  29,            0.055744,            0.096368,             0.05078,             0.71415,             0.31313,             0.31415,             0.14074,            0.044809,             0.17732,            0.048054,            0.009076,            0.009076,            0.009076
                  30,            0.053117,            0.097242,            0.049468,             0.76246,             0.26561,             0.34459,             0.14941,            0.047655,             0.21087,            0.047601,            0.009043,            0.009043,            0.009043
                  31,            0.053096,             0.10493,            0.049653,             0.76811,             0.28381,             0.35789,             0.16962,             0.04265,              0.1735,            0.047297,             0.00901,             0.00901,             0.00901
                  32,            0.049559,            0.087964,             0.04962,             0.77615,             0.30152,             0.36206,             0.18353,            0.042636,             0.17491,            0.047164,            0.008977,            0.008977,            0.008977
                  33,            0.054699,            0.091408,            0.049964,             0.82355,             0.27581,             0.31809,             0.13916,             0.05202,             0.17373,            0.046594,            0.008944,            0.008944,            0.008944
                  34,            0.056982,            0.094562,            0.049533,             0.41031,             0.41333,             0.38667,             0.20325,            0.040944,              0.1744,            0.046572,            0.008911,            0.008911,            0.008911
                  35,            0.052258,            0.090121,             0.04998,             0.80745,             0.28101,             0.37397,             0.18762,            0.042331,              0.1773,            0.046474,            0.008878,            0.008878,            0.008878
                  36,            0.052074,            0.088269,            0.048395,              0.7845,              0.2606,             0.34648,             0.15592,            0.057507,             0.18138,            0.045977,            0.008845,            0.008845,            0.008845
                  37,            0.058963,            0.092631,            0.048564,             0.78812,             0.27781,             0.37793,             0.19956,            0.043522,             0.17463,            0.045995,            0.008812,            0.008812,            0.008812
                  38,            0.052239,            0.093605,            0.048625,             0.78752,             0.29529,             0.39351,             0.21619,            0.040681,             0.17204,            0.045771,            0.008779,            0.008779,            0.008779
                  39,            0.055668,            0.090804,            0.047848,             0.26007,             0.46733,             0.36879,             0.17938,            0.049178,             0.17569,            0.045369,            0.008746,            0.008746,            0.008746
                  40,              0.0533,            0.093656,            0.048315,             0.80184,             0.27483,             0.40681,             0.21266,            0.038657,              0.1735,             0.04526,            0.008713,            0.008713,            0.008713
                  41,            0.046339,            0.095794,            0.047506,              0.8275,             0.27698,             0.40892,              0.2198,            0.037099,              0.1724,             0.04518,             0.00868,             0.00868,             0.00868
                  42,            0.048836,            0.097154,            0.047916,             0.80348,             0.25327,             0.38746,              0.1909,            0.048304,             0.17672,            0.045016,            0.008647,            0.008647,            0.008647
                  43,            0.053749,             0.09733,            0.047462,             0.79513,             0.31614,             0.39217,             0.20131,            0.044424,             0.17147,            0.044876,            0.008614,            0.008614,            0.008614
                  44,            0.047607,             0.08957,             0.04713,             0.74804,             0.28595,             0.34716,             0.15706,            0.053339,             0.17294,            0.044389,            0.008581,            0.008581,            0.008581
                  45,            0.058722,            0.088525,            0.046681,              0.8267,             0.28756,             0.39592,               0.192,            0.043459,             0.17316,            0.044459,            0.008548,            0.008548,            0.008548
                  46,            0.051312,            0.092117,            0.047447,             0.81502,             0.31068,             0.39239,               0.175,            0.043417,             0.17742,            0.044249,            0.008515,            0.008515,            0.008515
                  47,            0.046863,            0.089996,            0.046304,             0.75374,             0.26266,             0.38227,             0.18925,            0.047202,             0.16981,            0.044156,            0.008482,            0.008482,            0.008482
                  48,            0.052266,            0.094877,            0.046684,             0.34297,             0.58131,             0.40284,              0.2163,            0.038996,             0.17737,             0.04417,            0.008449,            0.008449,            0.008449
                  49,            0.045869,            0.087425,            0.046002,             0.28372,             0.60833,             0.42409,             0.21061,            0.038665,             0.18001,            0.043912,            0.008416,            0.008416,            0.008416
                  50,            0.044392,            0.089573,            0.045628,             0.23803,             0.57962,             0.38808,             0.18986,            0.047649,             0.17931,            0.043676,            0.008383,            0.008383,            0.008383
                  51,            0.052869,            0.091205,            0.045949,             0.49024,             0.51615,             0.43326,               0.232,            0.039221,             0.17083,            0.043519,             0.00835,             0.00835,             0.00835
                  52,            0.047421,            0.093685,            0.046043,             0.45255,             0.49679,             0.44452,             0.22168,             0.03976,             0.17291,            0.043241,            0.008317,            0.008317,            0.008317
                  53,            0.044284,            0.088134,            0.045684,             0.79425,             0.28731,             0.42347,             0.22042,            0.045318,             0.17689,            0.042993,            0.008284,            0.008284,            0.008284
                  54,            0.050169,            0.088092,            0.045645,             0.41796,             0.54114,             0.38862,             0.19777,            0.040003,             0.17326,            0.042816,            0.008251,            0.008251,            0.008251
                  55,            0.046446,            0.090013,            0.045803,             0.41773,             0.52691,             0.43009,             0.22706,            0.039457,             0.17023,            0.042639,            0.008218,            0.008218,            0.008218
                  56,             0.04598,            0.090451,            0.044833,             0.27676,             0.63897,             0.38912,             0.20304,            0.044155,             0.18349,            0.042555,            0.008185,            0.008185,            0.008185
                  57,            0.050725,            0.086157,            0.044912,             0.33913,             0.57681,             0.43916,             0.23878,            0.038901,             0.16918,            0.042322,            0.008152,            0.008152,            0.008152
                  58,            0.046507,            0.089418,            0.045707,             0.37242,             0.54656,             0.44254,             0.22524,            0.038913,             0.17194,             0.04214,            0.008119,            0.008119,            0.008119
                  59,            0.045839,             0.08851,            0.045577,             0.35417,             0.57993,             0.44721,             0.20462,            0.047972,             0.18773,            0.042294,            0.008086,            0.008086,            0.008086
                  60,            0.053486,            0.086905,            0.044629,             0.36268,             0.57077,             0.44005,             0.23805,            0.040893,             0.17329,            0.041878,            0.008053,            0.008053,            0.008053
                  61,            0.042815,            0.086443,             0.04471,             0.36613,             0.59788,             0.44494,             0.24864,            0.036243,             0.17037,             0.04174,             0.00802,             0.00802,             0.00802
                  62,            0.045372,            0.084619,            0.044604,             0.43717,             0.58513,             0.40929,             0.21425,            0.042292,             0.17532,            0.041635,            0.007987,            0.007987,            0.007987
                  63,            0.046336,            0.095781,            0.043021,             0.33676,             0.58256,             0.43614,             0.24589,            0.036325,             0.17062,            0.041567,            0.007954,            0.007954,            0.007954
                  64,            0.042781,            0.087251,             0.04457,             0.37284,             0.57231,              0.4462,             0.24811,             0.03538,              0.1715,            0.041462,            0.007921,            0.007921,            0.007921
                  65,             0.04368,            0.089204,            0.045145,             0.28948,             0.66218,             0.38232,             0.21242,            0.042452,             0.17253,            0.041354,            0.007888,            0.007888,            0.007888
                  66,            0.047351,            0.088501,            0.043752,             0.32955,             0.63269,             0.45326,             0.23188,             0.03904,             0.17275,            0.041311,            0.007855,            0.007855,            0.007855
                  67,            0.042638,            0.090245,            0.043706,             0.33818,             0.61333,             0.45007,             0.24056,            0.036242,             0.16907,            0.041215,            0.007822,            0.007822,            0.007822
                  68,             0.04413,            0.082729,            0.043466,              0.3519,             0.62153,             0.42186,             0.21145,             0.04543,             0.17613,            0.041119,            0.007789,            0.007789,            0.007789
                  69,            0.049585,            0.085502,            0.043286,             0.35794,             0.62308,             0.44517,             0.24655,              0.0403,              0.1736,            0.040825,            0.007756,            0.007756,            0.007756
                  70,            0.043761,            0.091556,            0.043501,             0.38442,             0.60462,             0.46228,             0.27037,            0.034952,             0.17053,            0.040788,            0.007723,            0.007723,            0.007723
                  71,             0.04583,            0.088978,            0.044462,              0.2946,             0.64103,              0.4026,             0.20723,            0.044405,             0.17289,             0.04069,             0.00769,             0.00769,             0.00769
                  72,            0.048571,            0.084283,            0.042623,             0.32347,             0.63333,             0.44214,             0.22993,            0.038856,             0.17136,            0.040662,            0.007657,            0.007657,            0.007657
                  73,            0.041031,            0.084637,            0.043358,             0.39088,             0.62044,             0.45556,             0.25016,            0.034781,             0.16955,            0.040609,            0.007624,            0.007624,            0.007624
                  74,            0.042285,            0.083808,            0.042047,              0.2914,             0.64982,             0.41348,             0.20993,            0.042395,             0.17259,             0.04048,            0.007591,            0.007591,            0.007591
                  75,            0.047758,            0.084943,            0.043606,             0.30517,             0.66247,             0.41041,             0.21894,            0.038737,             0.17267,            0.040319,            0.007558,            0.007558,            0.007558
                  76,            0.042881,            0.088509,             0.04252,             0.32405,             0.64936,             0.43722,             0.23912,            0.043018,             0.17576,            0.040269,            0.007525,            0.007525,            0.007525
                  77,            0.047493,            0.087795,            0.041957,             0.46533,             0.58321,             0.44913,             0.23731,            0.039268,             0.16996,             0.04017,            0.007492,            0.007492,            0.007492
                  78,            0.044657,            0.081613,            0.041847,             0.33899,              0.6507,             0.44024,             0.24041,            0.037084,             0.16983,            0.040086,            0.007459,            0.007459,            0.007459
                  79,            0.041492,             0.08071,            0.044018,             0.29516,             0.64892,             0.42505,             0.21626,            0.042864,             0.17965,            0.039902,            0.007426,            0.007426,            0.007426
                  80,            0.049212,            0.092306,            0.041787,             0.30741,             0.61057,             0.45152,             0.23007,            0.038862,             0.16889,            0.039777,            0.007393,            0.007393,            0.007393
                  81,            0.042266,            0.083149,            0.042507,             0.33218,             0.59231,             0.45329,             0.25681,            0.035723,             0.16763,            0.039658,             0.00736,             0.00736,             0.00736
                  82,            0.041057,             0.08463,            0.041606,             0.31317,             0.66525,             0.40885,             0.22348,            0.043437,             0.17064,            0.039527,            0.007327,            0.007327,            0.007327
                  83,            0.049847,            0.084084,            0.041641,              0.3071,             0.64013,             0.42971,             0.20873,            0.039424,             0.17062,            0.039298,            0.007294,            0.007294,            0.007294
                  84,            0.043723,            0.083989,            0.042419,             0.28486,             0.64808,             0.46167,             0.25949,            0.037613,             0.16809,            0.039211,            0.007261,            0.007261,            0.007261
                  85,            0.043988,            0.084145,            0.042468,             0.29643,              0.6691,             0.44957,             0.23168,            0.042618,             0.17299,            0.039035,            0.007228,            0.007228,            0.007228
                  86,            0.049623,            0.085583,            0.041755,               0.308,             0.66308,             0.45701,             0.24452,            0.038832,             0.17275,            0.038963,            0.007195,            0.007195,            0.007195
                  87,            0.042185,            0.081038,            0.042118,             0.37661,             0.59568,             0.46961,             0.26185,            0.035885,             0.16964,            0.038861,            0.007162,            0.007162,            0.007162
                  88,            0.041375,            0.087029,            0.041365,             0.32468,             0.64603,             0.44566,             0.23594,            0.040949,             0.18048,            0.038847,            0.007129,            0.007129,            0.007129
                  89,            0.046242,            0.084553,            0.042096,             0.34173,             0.65632,              0.4611,             0.24779,            0.036411,             0.16952,            0.038708,            0.007096,            0.007096,            0.007096
                  90,            0.041014,             0.08726,            0.040921,             0.35187,             0.64516,             0.47133,             0.25916,            0.035663,             0.16818,            0.038696,            0.007063,            0.007063,            0.007063
                  91,             0.04287,            0.086294,            0.040271,             0.31388,             0.65437,             0.45015,             0.23598,            0.041765,             0.16996,            0.038596,             0.00703,             0.00703,             0.00703
                  92,            0.048497,            0.089834,            0.042001,             0.25181,             0.68803,             0.45706,             0.23822,             0.04045,             0.16877,            0.038438,            0.006997,            0.006997,            0.006997
                  93,            0.043294,            0.081217,            0.040012,             0.31122,             0.64667,             0.47731,              0.2669,            0.037088,             0.16854,            0.038438,            0.006964,            0.006964,            0.006964
                  94,            0.041863,            0.080478,            0.039826,             0.27632,             0.76172,             0.47897,             0.27184,            0.039137,             0.16943,            0.038312,            0.006931,            0.006931,            0.006931
                  95,            0.043093,            0.081879,            0.039647,             0.36272,             0.67436,             0.48108,             0.25755,             0.03668,             0.17105,            0.038288,            0.006898,            0.006898,            0.006898
                  96,            0.040276,             0.08219,            0.040157,             0.37358,             0.67436,             0.48654,             0.27075,            0.034262,             0.16757,            0.038185,            0.006865,            0.006865,            0.006865
                  97,            0.041221,             0.08545,            0.040092,             0.29301,             0.67198,             0.46897,             0.24404,            0.044394,             0.17134,            0.037937,            0.006832,            0.006832,            0.006832
                  98,            0.045938,            0.085168,            0.040918,             0.36162,             0.65738,             0.49286,             0.26571,            0.036152,             0.17135,            0.037776,            0.006799,            0.006799,            0.006799
                  99,            0.039906,            0.085214,            0.039693,             0.38467,             0.63333,             0.49991,              0.2874,            0.033876,             0.16743,            0.037676,            0.006766,            0.006766,            0.006766
                 100,            0.041669,            0.079519,            0.039296,             0.30244,             0.65641,             0.48084,             0.26174,            0.042772,             0.17219,            0.037559,            0.006733,            0.006733,            0.006733
                 101,            0.044949,            0.089771,            0.040347,             0.35027,             0.63652,             0.52084,              0.2964,            0.035901,             0.16846,            0.037467,              0.0067,              0.0067,              0.0067
                 102,             0.04044,            0.085415,            0.039969,             0.38886,             0.63256,             0.50749,             0.29231,            0.034624,             0.16702,            0.037431,            0.006667,            0.006667,            0.006667
                 103,            0.042356,            0.085862,            0.040097,             0.33579,             0.64273,              0.5316,             0.28492,            0.039696,             0.17051,            0.037233,            0.006634,            0.006634,            0.006634
                 104,             0.04315,             0.08809,            0.039854,             0.37568,             0.64619,             0.50691,             0.28272,            0.035614,             0.17048,            0.037321,            0.006601,            0.006601,            0.006601
                 105,            0.041148,            0.091714,            0.039446,              0.3796,             0.64303,             0.50224,             0.27743,            0.035253,             0.16945,            0.037223,            0.006568,            0.006568,            0.006568
                 106,            0.043122,            0.077458,            0.039088,             0.34875,             0.64185,             0.52186,             0.27919,            0.041316,             0.17383,            0.037065,            0.006535,            0.006535,            0.006535
                 107,             0.04295,            0.083825,            0.038372,             0.38631,             0.62867,             0.50551,             0.28012,            0.034673,             0.17038,            0.037005,            0.006502,            0.006502,            0.006502
                 108,             0.03855,            0.080835,            0.038915,             0.40182,                0.63,             0.51569,             0.29251,            0.034909,             0.16839,            0.036909,            0.006469,            0.006469,            0.006469
                 109,            0.041872,            0.078937,             0.03965,             0.32603,             0.63705,             0.48322,             0.23621,            0.041405,             0.17837,            0.036908,            0.006436,            0.006436,            0.006436
                 110,            0.043337,            0.080946,            0.037425,             0.37724,             0.63192,             0.52058,             0.29346,            0.035147,             0.16757,            0.036901,            0.006403,            0.006403,            0.006403
                 111,            0.039267,            0.080775,            0.038169,             0.36516,             0.64038,             0.50756,             0.28491,            0.036382,             0.16918,            0.036815,             0.00637,             0.00637,             0.00637
                 112,              0.0422,            0.086411,            0.039128,              0.3468,             0.62192,             0.52476,              0.2807,            0.039692,             0.17232,            0.036723,            0.006337,            0.006337,            0.006337
                 113,            0.042978,             0.08323,            0.039141,             0.37312,             0.60442,             0.52652,             0.30558,            0.034632,             0.16884,            0.036557,            0.006304,            0.006304,            0.006304
                 114,            0.040311,             0.08501,            0.038316,             0.32346,             0.62359,             0.51311,             0.26864,            0.039639,             0.17708,            0.036475,            0.006271,            0.006271,            0.006271
                 115,            0.042309,            0.084674,            0.037351,             0.36776,             0.63334,             0.53402,             0.30613,             0.03527,             0.16864,             0.03626,            0.006238,            0.006238,            0.006238
                 116,            0.037846,            0.082281,            0.036948,             0.37651,             0.63962,             0.52731,              0.3003,            0.034464,             0.16953,            0.036289,            0.006205,            0.006205,            0.006205
                 117,            0.038046,            0.083353,            0.038344,             0.37607,             0.64087,             0.54014,             0.31088,            0.034379,             0.16951,            0.036234,            0.006172,            0.006172,            0.006172
                 118,            0.040994,            0.085195,            0.037987,             0.38061,              0.6159,             0.54786,              0.2984,            0.037564,             0.17519,            0.036139,            0.006139,            0.006139,            0.006139
                 119,             0.04184,            0.085829,            0.037333,             0.41404,             0.62628,             0.54772,              0.3016,            0.034347,             0.16815,            0.035984,            0.006106,            0.006106,            0.006106
                 120,            0.040302,            0.085208,            0.037323,             0.39815,             0.63064,             0.55576,             0.28743,            0.037395,             0.17757,            0.035798,            0.006073,            0.006073,            0.006073
                 121,            0.041782,            0.084036,            0.037136,              0.4173,             0.62656,             0.55802,             0.30936,            0.034825,             0.16916,            0.035589,             0.00604,             0.00604,             0.00604
                 122,            0.038653,            0.079665,            0.036747,              0.4493,             0.62713,             0.56595,             0.32154,            0.033554,             0.16805,            0.035468,            0.006007,            0.006007,            0.006007
                 123,            0.037698,            0.081899,            0.036757,             0.39716,             0.68308,             0.56769,             0.32626,             0.03531,             0.16862,            0.035127,            0.005974,            0.005974,            0.005974
                 124,            0.041104,            0.085792,            0.037112,             0.37461,             0.73974,             0.55144,             0.28281,            0.040496,              0.1751,            0.035036,            0.005941,            0.005941,            0.005941
                 125,            0.041544,            0.083816,            0.036866,             0.44889,             0.67817,              0.5695,             0.31232,             0.03557,             0.17053,            0.034822,            0.005908,            0.005908,            0.005908
                 126,            0.040291,            0.082493,            0.035838,             0.30306,             0.71338,             0.57644,             0.31711,            0.039856,             0.17115,            0.034646,            0.005875,            0.005875,            0.005875
                 127,            0.042205,            0.078213,            0.035259,              0.3445,             0.74171,             0.58006,             0.32302,            0.035304,             0.16902,            0.034705,            0.005842,            0.005842,            0.005842
                 128,            0.038089,            0.079484,            0.036081,             0.34213,             0.71752,             0.58042,             0.33585,            0.034238,             0.16806,            0.034599,            0.005809,            0.005809,            0.005809
                 129,            0.038195,            0.080531,            0.035934,             0.35718,             0.67474,             0.56282,             0.31184,            0.038671,             0.17241,            0.034643,            0.005776,            0.005776,            0.005776
                 130,            0.041769,            0.085172,            0.036524,             0.38779,             0.70508,             0.60354,              0.3551,            0.034337,             0.16923,            0.034266,            0.005743,            0.005743,            0.005743
                 131,            0.037001,            0.081333,            0.035939,             0.45094,             0.60897,             0.60773,             0.35877,            0.033597,             0.16871,            0.034101,             0.00571,             0.00571,             0.00571
                 132,            0.037675,            0.080427,            0.036122,             0.39884,             0.74328,             0.62461,             0.36324,            0.034292,             0.17213,            0.033815,            0.005677,            0.005677,            0.005677
                 133,            0.039505,            0.084886,            0.036849,             0.44689,             0.70722,             0.61034,             0.32861,            0.036876,             0.17533,            0.033663,            0.005644,            0.005644,            0.005644
                 134,            0.038693,            0.081862,            0.035474,             0.51254,             0.69061,             0.61048,             0.34915,             0.03427,             0.17087,            0.033537,            0.005611,            0.005611,            0.005611
                 135,            0.040809,            0.080923,            0.035819,             0.44254,             0.67402,             0.60714,             0.27447,            0.043379,             0.17856,            0.033375,            0.005578,            0.005578,            0.005578
                 136,            0.043626,            0.080936,            0.034483,             0.45363,             0.67309,             0.61946,             0.35986,            0.034267,             0.17138,            0.033236,            0.005545,            0.005545,            0.005545
                 137,            0.037664,            0.081259,            0.034761,             0.45198,             0.68066,             0.62309,             0.36719,            0.033589,             0.16974,            0.033099,            0.005512,            0.005512,            0.005512
                 138,            0.039243,            0.080568,            0.033133,             0.43288,             0.64447,             0.61389,             0.31516,            0.039549,             0.17485,            0.032976,            0.005479,            0.005479,            0.005479
                 139,             0.04165,            0.080885,            0.034958,             0.46178,             0.68026,              0.6075,             0.33014,            0.036372,              0.1712,             0.03297,            0.005446,            0.005446,            0.005446
                 140,            0.038309,            0.080917,            0.033833,             0.40569,             0.69564,             0.62314,              0.3285,            0.038547,             0.17256,            0.032689,            0.005413,            0.005413,            0.005413
                 141,            0.042649,             0.08327,             0.03469,             0.49656,             0.66275,             0.63003,             0.36734,            0.034811,             0.17037,            0.032497,             0.00538,             0.00538,             0.00538
                 142,             0.03959,              0.0821,             0.03373,             0.49146,             0.65894,             0.62699,             0.35878,            0.035951,             0.17222,            0.032345,            0.005347,            0.005347,            0.005347
                 143,            0.036984,            0.082117,            0.032671,             0.57662,             0.67143,             0.63718,             0.35919,            0.036011,             0.17682,            0.032167,            0.005314,            0.005314,            0.005314
                 144,            0.040014,            0.083471,            0.033582,             0.46861,             0.68787,             0.64951,             0.37132,             0.03505,             0.17154,            0.032035,            0.005281,            0.005281,            0.005281
                 145,            0.039162,            0.078341,            0.033459,             0.50051,             0.67023,             0.63716,             0.36101,            0.036114,             0.17182,            0.031902,            0.005248,            0.005248,            0.005248
                 146,            0.036607,            0.078567,            0.033927,             0.48247,             0.68588,             0.63991,             0.36128,            0.036343,             0.17256,            0.031946,            0.005215,            0.005215,            0.005215
                 147,            0.040378,            0.077886,            0.032073,             0.57447,             0.66409,              0.6425,             0.33502,            0.038109,             0.17498,            0.031979,            0.005182,            0.005182,            0.005182
                 148,            0.039765,            0.080026,            0.033743,             0.56272,             0.66216,             0.63478,             0.35755,            0.034855,             0.17166,            0.032045,            0.005149,            0.005149,            0.005149
                 149,            0.039364,            0.083604,            0.034105,             0.47381,             0.69216,             0.63412,             0.33357,            0.041258,             0.17654,            0.031741,            0.005116,            0.005116,            0.005116
                 150,            0.043315,            0.078917,            0.033262,             0.58924,             0.66036,             0.63657,             0.36891,            0.035436,              0.1731,            0.031583,            0.005083,            0.005083,            0.005083
                 151,            0.037871,            0.074209,            0.031618,             0.60081,             0.63634,             0.64886,             0.37609,            0.034316,             0.17044,            0.031336,             0.00505,             0.00505,             0.00505
                 152,            0.039001,            0.078215,            0.032824,             0.62109,             0.62659,             0.64785,             0.36942,            0.038399,             0.17992,            0.031227,            0.005017,            0.005017,            0.005017
                 153,            0.039678,            0.080089,            0.032113,             0.47255,             0.70996,              0.6644,             0.38801,            0.034034,             0.17037,            0.031235,            0.004984,            0.004984,            0.004984
                 154,            0.036168,            0.077939,            0.031047,             0.57533,             0.69162,             0.66209,             0.38678,            0.033756,             0.17088,            0.031247,            0.004951,            0.004951,            0.004951
                 155,            0.037401,            0.081662,            0.033108,             0.46224,             0.71411,             0.66836,             0.37563,            0.037152,             0.17744,            0.030982,            0.004918,            0.004918,            0.004918
                 156,            0.039268,            0.077436,            0.032257,             0.51845,             0.75454,             0.67159,             0.36403,            0.035495,             0.17168,            0.030706,            0.004885,            0.004885,            0.004885
                 157,             0.03754,            0.076632,            0.031228,             0.53947,             0.74179,             0.67406,             0.38858,            0.034511,             0.17155,            0.030507,            0.004852,            0.004852,            0.004852
                 158,            0.035937,            0.074032,            0.030614,             0.55225,             0.72908,             0.69048,             0.39282,             0.03599,             0.17506,            0.030214,            0.004819,            0.004819,            0.004819
                 159,            0.039374,            0.081439,            0.030277,             0.58203,             0.70088,             0.67327,             0.38002,            0.036283,             0.17556,            0.030126,            0.004786,            0.004786,            0.004786
                 160,            0.037483,            0.081384,            0.031295,             0.58794,             0.69609,             0.67983,             0.39761,            0.034517,             0.17387,            0.030078,            0.004753,            0.004753,            0.004753
                 161,            0.037486,            0.078978,             0.03059,             0.52777,             0.65825,             0.64093,             0.35927,            0.040047,             0.18076,            0.030202,             0.00472,             0.00472,             0.00472
                 162,            0.040096,            0.074245,            0.029473,             0.58959,             0.64986,             0.66972,             0.37525,            0.035505,             0.17493,            0.030094,            0.004687,            0.004687,            0.004687
                 163,            0.038113,            0.081262,            0.032247,              0.6474,             0.60713,              0.6774,             0.37587,            0.034781,             0.17326,            0.029879,            0.004654,            0.004654,            0.004654
                 164,            0.039755,            0.080698,            0.031739,             0.52315,             0.71093,             0.67436,             0.36393,            0.037035,             0.17544,            0.029751,            0.004621,            0.004621,            0.004621
                 165,            0.040321,            0.079208,            0.030792,             0.62101,             0.70167,             0.67883,             0.39157,            0.035566,             0.17363,            0.029678,            0.004588,            0.004588,            0.004588
                 166,            0.036852,            0.080791,            0.030682,             0.63236,             0.63979,             0.69449,             0.40491,            0.033861,             0.17406,            0.029535,            0.004555,            0.004555,            0.004555
